,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,target_1,y_test_1,predicted_1,evja_temp_1,target_2,y_test_2,predicted_2,evja_temp_2,target_3,y_test_3,predicted_3,evja_temp_3,target_4,y_test_4,predicted_4,evja_temp_4,target_5,y_test_5,predicted_5,evja_temp_5,target_6,y_test_6,predicted_6,evja_temp_6,target_7,y_test_7,predicted_7,evja_temp_7
0,0,0,0,0,0,0,9.264,9.264001,15.353419,8.2,5.581,5.581,13.836305,4.7,18.276,18.276,16.036211,17.6,10.024,10.024,15.72108,9.3,8.121,8.121001,15.799127,6.5,12.749,12.748999,11.521917,12.0,22.502,22.502003,17.152946,22.1
1,1,1,1,1,1,1,16.862,16.862,17.652727,15.9,20.787,20.787,20.047075,19.2,5.966,5.966,14.552277,4.9,7.517,7.5169997,16.033695,6.6,9.634,9.634,14.115977,8.6,30.162,30.162004,20.982183,31.4,10.866,10.866,13.828281,9.3
2,2,2,2,2,2,2,26.718,26.717999,17.92443,30.3,27.433,27.433,17.412676,26.5,6.906,6.905999,9.966598,5.5,24.374,24.374,21.59251,25.0,13.511,13.511,19.094563,13.0,21.345,21.345,18.336943,20.6,20.153,20.153,17.851383,18.8
3,3,3,3,3,3,3,14.047,14.047,13.480874,13.3,29.742,29.742,25.0605,31.9,19.781,19.781,17.77527,19.0,12.621,12.621,19.649212,10.7,17.784,17.784,13.163008,16.6,23.115,23.115,22.421028,21.6,18.091,18.091,17.125027,16.8
4,4,4,4,4,4,4,18.915,18.914997,19.40372,18.1,11.221,11.221001,15.045232,10.3,19.273,19.273003,15.7969265,18.2,22.429,22.429003,18.058062,21.9,26.813,26.813,19.083267,26.7,13.382,13.382,18.624235,12.5,22.389,22.389,17.62148,20.9
5,5,5,5,5,5,5,20.783,20.783003,24.504972,22.9,18.004,18.004,21.29245,17.1,6.941,6.941,11.129577,6.7,15.537,15.537001,15.511938,15.1,6.936,6.936,12.165309,5.9,14.285,14.285,16.030046,13.3,23.958,23.958,20.442749,23.9
6,6,6,6,6,6,6,20.034,20.034,21.189554,19.6,15.691,15.691,13.61232,15.1,18.763,18.763,21.720514,18.0,14.815,14.815,21.457685,14.2,5.711,5.7109995,16.594963,3.7,27.27,27.270002,21.306158,27.2,15.664,15.664,17.565065,15.0
7,7,7,7,7,7,7,10.035,10.035,18.693539,8.6,9.299,9.299,16.138744,7.8,17.772,17.772,15.665607,17.3,1.761,1.7610003,11.5991125,0.9,16.664,16.664,16.137394,15.8,7.967,7.967,17.090084,6.4,25.44,25.44,22.54408,24.0
8,8,8,8,8,8,8,11.64,11.64,13.315299,10.3,6.504,6.504,14.789672,5.5,14.433,14.433,17.529634,14.0,9.24,9.24,10.870708,8.5,13.623,13.623,15.889035,13.3,20.694,20.694002,21.685709,20.6,21.126,21.125998,20.081682,20.2
9,9,9,9,9,9,9,18.545,18.544998,19.2452,17.6,18.062,18.062002,18.013021,17.6,0.768,0.7679998,21.019444,0.1,18.499,18.499,12.674743,17.6,23.624,23.624,20.441168,21.7,13.966,13.966,10.310961,13.1,29.196,29.195997,25.304354,26.8
10,10,10,10,10,10,10,19.426,19.425999,14.775785,19.1,16.421,16.421001,15.912698,15.1,14.393,14.393,16.338884,13.3,6.498,6.4980006,13.338674,5.9,9.851,9.851,11.135834,7.8,7.746,7.746,15.434211,6.3,19.63,19.63,15.25122,18.9
11,11,11,11,11,11,11,24.939,24.938997,21.33233,24.7,14.776,14.776001,18.206455,14.1,24.904,24.904,15.296816,24.9,19.259,19.259003,20.993755,18.4,15.621,15.621,17.333067,15.1,18.033,18.033,17.609465,17.1,7.899,7.8990006,9.963172,5.7
12,12,12,12,12,12,12,15.615,15.615,12.411102,14.6,14.282,14.282001,13.988004,13.4,19.778,19.778,17.474312,16.7,14.444,14.444,21.426758,14.9,14.8,14.8,17.16303,14.4,26.042,26.042004,23.03659,28.0,12.031,12.031,11.430319,11.3
13,13,13,13,13,13,13,28.892,28.891998,15.412625,29.3,28.756,28.756,21.67339,30.7,19.811,19.810999,17.059874,18.4,20.521,20.520998,21.033403,20.5,19.319,19.319,16.35009,18.8,13.52,13.52,17.933313,12.6,9.974,9.974,13.534439,7.8
14,14,14,14,14,14,14,19.655,19.654999,18.050835,18.6,15.743,15.743,16.51832,15.0,0.811,0.81099993,14.546357,-0.1,10.834,10.834,17.089897,10.1,30.088,30.088,15.8872,28.4,17.196,17.196,25.769524,16.5,15.07,15.07,16.311708,14.2
15,15,15,15,15,15,15,28.394,28.393997,17.716963,28.9,16.5,16.500002,19.12926,15.8,9.245,9.244999,8.836719,7.9,27.788,27.788002,18.640743,29.6,27.724,27.724,15.571904,23.1,29.407,29.407001,19.645878,31.4,18.711,18.711,18.40538,18.2
16,16,16,16,16,16,16,4.087,4.087,18.393745,2.8,6.568,6.5680003,13.173352,5.5,13.727,13.727001,15.691302,12.9,6.081,6.0809994,15.54571,4.9,29.501,29.501,26.69555,29.6,15.728,15.728,18.883322,14.7,12.98,12.98,15.508561,10.6
17,17,17,17,17,17,17,27.15,27.149998,17.894094,26.2,13.625,13.625001,13.439616,12.7,6.517,6.517,14.020577,5.5,12.838,12.838,15.29917,12.1,13.56,13.56,15.67779,12.6,7.971,7.9710007,13.523372,6.3,9.877,9.877,15.490145,8.4
18,18,18,18,18,18,18,23.111,23.111,19.248903,22.8,10.314,10.314,15.017772,9.2,14.995,14.995001,14.652118,14.5,25.399,25.399,16.114065,25.1,20.767,20.767,24.110136,20.5,18.929,18.929003,19.192137,18.0,20.759,20.759,17.462795,20.1
19,19,19,19,19,19,19,8.012,8.012,14.843573,6.5,28.216,28.216,27.49475,27.0,12.296,12.296001,16.070866,10.9,20.427,20.427,18.516575,20.2,13.016,13.016,15.669409,11.9,14.955,14.955,14.211345,13.9,26.93,26.93,14.026492,24.8
20,20,20,20,20,20,20,21.595,21.594997,19.732811,21.5,19.475,19.475,14.3787155,17.8,29.472,29.472,14.219075,29.2,8.812,8.812,14.115422,8.0,16.214,16.214,16.355444,15.5,16.768,16.768002,21.098608,15.9,9.257,9.257,11.428979,8.0
21,21,21,21,21,21,21,18.12,18.120003,16.58898,17.0,25.904,25.903997,19.344847,26.8,8.744,8.744001,17.579477,7.6,11.874,11.874,14.997405,11.5,9.112,9.112,14.851896,7.1,1.848,1.848,19.53828,-0.3,20.128,20.128,13.757302,19.6
22,22,22,22,22,22,22,18.115,18.115,17.936888,17.5,15.151,15.151,17.846674,14.1,8.181,8.180999,12.231349,7.0,19.311,19.311,15.087814,18.4,5.805,5.8049994,16.910381,4.7,29.961,29.961,22.254469,30.2,15.013,15.013,14.040558,14.3
23,23,23,23,23,23,23,13.409,13.409,18.226091,12.6,18.175,18.175,10.418823,17.7,19.758,19.758,22.136082,19.1,24.782,24.782,26.281021,23.2,29.18,29.18,20.590773,30.1,18.689,18.689,20.250895,17.8,11.514,11.513999,15.009719,9.8
24,24,24,24,24,24,24,12.867,12.867,14.169718,12.2,19.395,19.394999,16.292122,17.6,11.848,11.848,15.293443,11.5,9.855,9.854999,12.813898,9.0,27.918,27.918,18.566774,29.8,23.8,23.800001,14.435635,22.9,18.934,18.934,16.964867,17.8
25,25,25,25,25,25,25,18.848,18.848,18.119034,18.2,10.696,10.696,16.759727,9.2,10.724,10.724,19.107094,9.5,26.663,26.662998,24.428404,24.5,29.44,29.44,16.870323,31.6,18.408,18.408,11.281061,17.2,20.022,20.021997,24.802156,19.5
26,26,26,26,26,26,26,14.252,14.251999,16.726732,13.6,31.817,31.817,16.711672,30.4,7.201,7.2010007,17.322142,6.0,23.893,23.893,24.093405,23.4,26.184,26.184,15.780272,25.4,20.862,20.862001,10.591193,19.9,15.181,15.180999,16.680208,14.4
27,27,27,27,27,27,27,3.414,3.4139998,17.65997,2.7,7.31,7.31,11.2923565,6.2,6.498,6.498,14.4634495,5.4,23.76,23.76,19.84881,24.4,29.07,29.07,26.284885,29.8,23.475,23.475002,16.508747,22.6,16.396,16.396,21.620718,15.4
28,28,28,28,28,28,28,24.706,24.705997,20.078878,25.7,13.945,13.945001,15.853122,12.9,9.635,9.635001,13.334706,9.2,12.267,12.267,14.859922,14.7,2.618,2.618,18.66903,0.5,17.974,17.973999,19.45555,16.9,4.167,4.167,13.766843,1.9
29,29,29,29,29,29,29,3.852,3.8520002,11.24859,3.2,26.562,26.562,18.586018,26.6,12.524,12.524001,11.569196,11.1,27.83,27.83,21.597668,27.7,18.23,18.23,15.409538,17.3,18.442,18.442001,17.989983,17.0,14.753,14.753,16.22021,13.9
30,30,30,30,30,30,30,6.721,6.721,16.774849,5.9,25.013,25.013,19.132473,25.3,13.795,13.795,13.523644,13.3,12.157,12.156999,7.418575,11.6,18.408,18.408,14.76739,17.1,15.345,15.344999,17.18571,13.9,15.346,15.346,14.887125,11.6
31,31,31,31,31,31,31,10.389,10.388999,13.16524,9.7,17.162,17.162,14.050747,16.4,16.975,16.975,19.468668,16.3,12.633,12.633,15.564381,11.9,25.94,25.94,18.031532,24.9,16.491,16.491,19.539413,15.5,30.771,30.771,17.391647,31.6
32,32,32,32,32,32,32,16.932,16.932,15.091982,16.2,12.919,12.919,12.392992,11.1,24.894,24.894,17.910267,22.3,19.32,19.32,16.443865,18.4,21.879,21.879,23.578123,20.6,18.889,18.889,14.848939,17.2,19.262,19.262,17.416735,18.4
33,33,33,33,33,33,33,14.984,14.984001,15.706986,14.1,13.828,13.828002,17.972431,13.1,20.597,20.597,22.40053,20.0,12.201,12.201,16.559093,11.0,16.26,16.259998,15.336622,15.8,21.764,21.764,19.319845,20.8,16.391,16.391,15.157523,15.3
34,34,34,34,34,34,34,18.869,18.869,19.419523,17.8,23.333,23.333,13.337791,21.2,17.115,17.115,17.50102,16.4,7.865,7.8649993,14.426153,7.0,18.763,18.763,19.194366,17.9,17.146,17.146,15.57279,16.1,16.863,16.863,15.58001,13.5
35,35,35,35,35,35,35,5.473,5.473,17.321156,4.3,18.016,18.016003,18.99797,17.2,17.543,17.543,12.079134,16.3,19.952,19.952,17.47242,19.6,6.895,6.895,14.54818,5.5,27.368,27.367998,18.455687,26.2,28.283,28.283,22.318422,28.7
36,36,36,36,36,36,36,14.9,14.9,12.830059,14.3,28.368,28.367998,19.650944,26.5,8.248,8.248,17.45263,7.1,19.01,19.010002,23.397568,18.4,10.472,10.472,22.105488,9.3,26.335,26.334997,18.10164,25.6,13.306,13.306,15.769891,12.3
37,37,37,37,37,37,37,29.709,29.708998,23.860184,30.5,22.085,22.085,19.71377,21.3,29.594,29.594,15.781865,31.3,21.243,21.243,23.082682,19.7,17.727,17.727,14.070423,16.6,28.143,28.143002,22.546515,28.0,9.581,9.581,19.459265,7.9
38,38,38,38,38,38,38,9.655,9.655,20.342203,8.3,21.494,21.494,22.823935,21.0,30.808,30.807999,13.561197,31.9,8.758,8.758,16.67717,7.4,28.438,28.438,17.622356,31.4,17.149,17.149,17.524565,15.7,23.973,23.973,20.408487,22.9
39,39,39,39,39,39,39,26.306,26.305996,18.141449,30.2,28.323,28.323,18.033047,27.3,15.728,15.728002,13.579969,14.1,11.464,11.464,15.656831,9.8,15.942,15.942,15.993938,15.4,7.244,7.2439995,7.7013006,5.6,22.537,22.537,16.370792,22.4
40,40,40,40,40,40,40,-0.946,-0.946,15.083509,-1.4,15.146,15.146,14.370554,14.3,4.395,4.395,15.619753,3.5,12.835,12.835001,17.94788,12.4,20.615,20.615,16.836685,19.1,15.991,15.991,16.105846,14.9,19.653,19.652998,20.990047,19.1
41,41,41,41,41,41,41,6.829,6.8290005,16.039822,5.8,9.186,9.186001,15.485366,7.7,15.39,15.39,11.212705,14.9,16.929,16.929003,14.764342,16.5,12.725,12.725,14.589151,12.1,-0.126,-0.12599997,17.401033,-2.3,23.052,23.052,18.368376,21.1
42,42,42,42,42,42,42,25.803,25.803001,12.6126995,27.1,8.363,8.363,19.50516,7.0,27.072,27.072,27.765774,25.8,29.767,29.766998,26.655096,32.7,7.237,7.2370005,14.38229,5.6,14.97,14.969999,19.386465,13.8,13.413,13.413,16.7838,12.6
43,43,43,43,43,43,43,9.197,9.197,11.976208,8.0,14.629,14.629,14.154572,13.9,10.974,10.974,14.130791,9.8,15.451,15.451,12.198635,14.5,11.132,11.132,15.216162,9.9,28.771,28.771,25.27979,28.5,10.664,10.664,14.848939,8.6
44,44,44,44,44,44,44,11.96,11.96,18.892958,11.1,16.345,16.345,17.850706,15.4,18.435,18.434998,16.677143,18.0,18.738,18.738,16.069735,17.9,12.975,12.975,15.488658,10.9,28.06,28.060001,19.543156,27.9,14.411,14.411001,20.644571,13.7
45,45,45,45,45,45,45,14.539,14.539,15.559881,12.9,19.086,19.086,12.665354,18.5,25.489,25.489,18.529783,22.3,16.949,16.948997,18.13673,16.1,11.595,11.595,13.548959,10.3,16.918,16.918,13.483368,15.7,19.505,19.505,18.697987,18.7
46,46,46,46,46,46,46,29.399,29.398998,12.9515295,31.0,18.044,18.044,22.536163,17.4,19.515,19.514997,13.054068,18.6,28.728,28.728,22.503803,30.0,26.928,26.928,22.243158,27.4,20.586,20.586002,19.168015,19.8,31.591,31.591,12.666976,28.1
47,47,47,47,47,47,47,18.883,18.882998,25.103584,18.3,13.216,13.216001,15.6509075,12.3,13.67,13.670001,20.109762,13.4,29.515,29.515,26.402231,30.3,7.04,7.04,19.545193,5.4,7.02,7.02,18.065136,6.0,20.045,20.045,19.31064,18.8
48,48,48,48,48,48,48,24.133,24.133,18.89106,24.1,4.467,4.467,15.245502,3.6,16.131,16.131002,20.486855,15.2,4.964,4.964,15.325792,3.5,25.33,25.33,16.74989,28.8,21.915,21.915,13.564593,20.8,24.106,24.106,18.890354,27.8
49,49,49,49,49,49,49,0.678,0.67800003,16.363316,-0.1,9.367,9.367,14.347106,8.2,25.627,25.627,16.754566,25.6,26.111,26.110998,18.10841,25.8,28.97,28.97,17.889076,31.2,13.919,13.919,23.256947,13.2,18.403,18.403,21.17665,17.5
50,50,50,50,50,50,50,28.017,28.017,18.967056,29.6,18.152,18.152,16.796175,17.3,31.057,31.057,20.607927,29.4,14.18,14.18,18.393166,13.6,15.393,15.393,17.350035,13.9,30.55,30.550003,20.447363,29.8,17.229,17.228998,13.922162,15.6
51,51,51,51,51,51,51,14.177,14.177,20.497225,13.7,29.185,29.185001,15.105817,29.5,1.148,1.148,12.348915,0.9,18.142,18.142,14.90426,18.4,29.053,29.053,11.967068,28.6,5.655,5.6549997,12.165303,4.3,17.987,17.987,18.524832,16.6
52,52,52,52,52,52,52,19.741,19.741,16.319464,19.0,2.742,2.7419999,12.789642,1.7,20.567,20.567,23.307459,20.3,11.446,11.446,17.524418,10.3,27.338,27.338,20.561085,27.7,13.596,13.596,11.309445,13.0,14.541,14.541,17.034498,13.6
53,53,53,53,53,53,53,18.24,18.24,20.720818,17.2,21.257,21.257,16.367434,21.0,26.067,26.067,20.490488,26.6,27.083,27.083,16.160927,21.9,13.005,13.005,11.423898,12.1,1.618,1.618,14.62905,-0.6,18.553,18.553,16.304913,17.7
54,54,54,54,54,54,54,17.309,17.308998,10.153432,16.4,31.438,31.438,19.656155,32.9,17.943,17.943,14.14298,16.9,17.202,17.202,10.872958,16.9,26.888,26.888,13.947004,24.7,20.39,20.390001,23.229792,18.9,31.51,31.51,12.3903055,31.5
55,55,55,55,55,55,55,10.395,10.395,11.687238,9.5,10.4,10.400001,14.346502,8.7,8.843,8.843,16.41125,8.8,15.282,15.282,16.92975,14.6,18.753,18.753,14.4192915,18.2,27.311,27.310999,18.319347,24.1,18.536,18.536,19.011896,17.4
56,56,56,56,56,56,56,23.0,22.999998,19.868402,23.1,21.67,21.67,17.479475,20.9,14.592,14.592001,15.103328,14.3,7.611,7.611,16.35369,6.2,14.294,14.294,14.153241,13.5,21.803,21.803001,20.328453,18.9,14.833,14.833,15.180058,13.8
57,57,57,57,57,57,57,25.572,25.572002,17.801033,25.8,3.943,3.943,18.325539,3.0,23.821,23.821,19.312553,23.1,26.567,26.567,25.76724,29.7,13.383,13.383,17.344145,12.6,20.065,20.065002,19.631832,19.1,28.0,28.0,18.941053,28.5
58,58,58,58,58,58,58,17.216,17.216002,17.105534,16.8,12.945,12.945001,12.8937025,10.9,4.791,4.791,12.243512,3.8,17.385,17.385,20.318188,16.9,9.735,9.735,18.170074,8.3,18.301,18.301,17.360355,17.4,11.88,11.880001,17.137877,8.3
59,59,59,59,59,59,59,15.382,15.382,14.61258,14.5,25.963,25.963001,15.037635,23.9,14.45,14.45,14.624476,14.0,3.049,3.049,13.835955,1.8,30.31,30.31,17.671959,29.4,24.015,24.015003,29.757196,23.7,8.271,8.271001,13.94274,6.3
60,60,60,60,60,60,60,13.837,13.837001,16.30869,13.0,30.808,30.808,15.348859,33.9,19.68,19.68,20.374668,18.8,14.069,14.069001,16.299145,12.9,15.176,15.176,16.97061,13.8,16.379,16.379,17.188986,15.1,14.403,14.403,16.024227,13.5
61,61,61,61,61,61,61,19.056,19.056,20.415598,18.4,22.429,22.429,15.127518,22.1,8.849,8.849,13.501622,8.9,13.967,13.966999,17.351954,13.3,28.123,28.123,27.964703,27.8,19.64,19.640001,20.709002,18.4,10.283,10.283,17.151445,9.2
62,62,62,62,62,62,62,10.992,10.992001,18.371893,10.7,25.907,25.907,18.392347,25.6,26.695,26.695,15.6468935,23.5,12.717,12.717,10.255845,12.1,29.558,29.558,21.934416,28.1,15.546,15.546,20.85711,15.0,19.203,19.203,17.360023,18.2
63,63,63,63,63,63,63,7.594,7.594,11.253243,6.3,20.097,20.097,18.284481,19.2,11.501,11.501001,8.933555,10.7,11.314,11.314,17.796875,10.7,14.28,14.28,22.757727,13.8,24.389,24.389002,23.561775,24.1,15.919,15.919,18.939938,15.2
64,64,64,64,64,64,64,22.052,22.051998,17.839895,21.2,24.175,24.175,18.5121,23.3,14.692,14.692,13.856193,13.9,15.484,15.484,14.571789,15.4,25.148,25.148,14.270897,23.5,14.809,14.809,13.924837,14.0,22.718,22.718002,15.422128,21.0
65,65,65,65,65,65,65,13.846,13.846,18.702436,13.2,23.165,23.165,8.611974,22.4,12.984,12.983999,15.3394575,12.3,28.114,28.114,17.199574,30.3,15.514,15.514,16.545967,14.9,16.503,16.503,20.048367,15.8,15.936,15.936,18.138544,15.2
66,66,66,66,66,66,66,15.818,15.818001,14.458569,15.0,15.121,15.121001,18.702204,13.8,9.714,9.714001,13.469138,8.5,18.233,18.233,23.008995,18.1,32.542,32.542,26.168379,34.0,2.961,2.9609997,16.279718,0.6,19.6,19.6,19.697433,18.9
67,67,67,67,67,67,67,20.423,20.422998,19.250738,19.6,14.231,14.231001,17.577925,13.6,15.933,15.933,18.979073,15.2,12.711,12.711001,14.805218,12.3,23.139,23.139,20.153038,21.6,6.269,6.269,18.325272,4.7,15.0,15.0,16.54979,14.1
68,68,68,68,68,68,68,24.795,24.795,21.77692,24.9,18.433,18.433,16.578402,17.6,14.536,14.536001,22.84034,13.7,7.189,7.1889997,12.690173,6.1,9.898,9.898,10.973553,8.7,9.583,9.583,10.42255,8.5,24.356,24.356,18.66218,27.6
69,69,69,69,69,69,69,22.136,22.136,14.028051,21.6,18.033,18.033,18.30119,17.1,14.888,14.8880005,14.386181,14.2,19.691,19.691,23.393114,18.8,18.133,18.133,13.650601,17.1,15.758,15.758,17.805676,14.7,13.308,13.308001,9.98487,12.6
70,70,70,70,70,70,70,19.279,19.278997,19.147211,18.6,16.872,16.872002,17.731253,15.9,2.071,2.0710003,16.047487,1.1,15.272,15.272,13.037644,14.4,12.246,12.246,15.981779,11.7,18.442,18.442001,15.132905,17.4,13.661,13.660999,12.176432,12.8
