,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,target_1,y_test_1,predicted_1,evja_temp_1,target_2,y_test_2,predicted_2,evja_temp_2,target_3,y_test_3,predicted_3,evja_temp_3,target_4,y_test_4,predicted_4,evja_temp_4,target_5,y_test_5,predicted_5,evja_temp_5,target_6,y_test_6,predicted_6,evja_temp_6,target_7,y_test_7,predicted_7,evja_temp_7
142,142,142,142,142,142,142,22.025,22.024998,21.022633,21.3,15.678,15.678001,18.31312,14.2,3.495,3.4950001,6.716586,2.5,13.154,13.154,16.097391,12.4,15.318,15.318,13.558359,14.1,16.336,16.336,18.911179,15.6,24.616,24.616,24.446053,24.4
143,143,143,143,143,143,143,20.972,20.971998,13.278522,21.4,24.323,24.323,13.095151,24.3,23.654,23.654,13.485243,23.7,26.582,26.582003,19.438553,25.9,7.121,7.121,9.165109,6.0,16.756,16.756,13.847664,16.0,28.501,28.501,19.203207,28.9
144,144,144,144,144,144,144,19.478,19.477999,19.586498,18.6,19.304,19.304,19.48685,18.6,20.473,20.473,15.034921,19.5,16.545,16.544998,18.537704,14.2,13.458,13.458,13.956689,12.6,29.454,29.454002,13.880285,28.9,12.366,12.366,15.152575,10.0
145,145,145,145,145,145,145,22.298,22.298,15.282016,22.0,-0.522,-0.5220001,12.751635,-1.2,14.231,14.231001,16.22494,13.3,16.396,16.396,20.558289,15.5,20.369,20.369,14.286655,18.3,6.245,6.245,8.902186,4.1,9.176,9.176001,13.751202,7.4
146,146,146,146,146,146,146,16.379,16.379,16.253572,15.8,16.63,16.630001,21.375132,15.6,29.665,29.665,22.618538,29.8,14.969,14.969,19.099518,14.1,12.788,12.788,20.019264,12.2,30.934,30.934002,20.175568,28.8,24.848,24.848,21.76564,25.6
147,147,147,147,147,147,147,19.998,19.998,17.52407,19.1,10.007,10.007001,14.570504,8.8,18.424,18.424,16.509064,17.9,14.331,14.330999,16.95066,13.3,17.089,17.088999,14.0913515,16.6,10.407,10.407,17.84908,8.1,17.785,17.785,16.240808,16.7
148,148,148,148,148,148,148,28.114,28.114,22.810265,26.8,14.225,14.225002,15.348558,13.2,14.201,14.201002,14.168956,13.6,27.206,27.205997,22.459791,28.1,20.804,20.804,16.041252,18.9,9.477,9.477,22.159147,8.2,14.598,14.597999,12.280945,13.7
149,149,149,149,149,149,149,16.049,16.049,17.740108,15.5,15.397,15.397001,19.890839,13.5,1.96,1.96,16.274025,1.2,15.739,15.739,18.640299,15.3,26.662,26.662,20.486332,25.2,15.667,15.667,16.702822,14.8,18.589,18.589,18.400686,17.4
150,150,150,150,150,150,150,12.91,12.91,12.760427,12.3,11.387,11.387002,15.398653,10.2,7.007,7.007,15.4500675,6.2,25.507,25.507,23.45134,25.6,19.972,19.972,14.1181755,19.3,16.939,16.939,17.553171,15.9,12.449,12.449,15.895663,11.9
151,151,151,151,151,151,151,10.273,10.273,15.864163,9.1,14.444,14.444002,17.49694,13.6,29.082,29.082,19.248772,29.7,19.332,19.332003,23.899147,18.9,18.99,18.99,18.294395,18.3,31.184,31.184,19.774351,29.0,14.807,14.807,12.640921,14.0
152,152,152,152,152,152,152,14.656,14.656,13.149837,14.1,27.029,27.029,23.231894,26.0,18.172,18.172003,15.018969,16.8,26.682,26.682001,14.29906,26.8,19.914,19.914001,16.564453,18.9,6.669,6.669,23.038996,5.1,7.903,7.903001,17.855066,5.8
153,153,153,153,153,153,153,29.499,29.498999,18.412968,30.2,26.029,26.029,20.179787,24.9,27.608,27.608,18.097809,27.6,14.4,14.400001,16.905254,13.2,17.287,17.287,20.022528,16.7,17.292,17.292,21.443827,16.1,16.035,16.035,16.754757,15.2
154,154,154,154,154,154,154,11.484,11.484,13.057356,10.5,18.521,18.521,14.868234,17.6,12.536,12.536,17.784258,12.0,16.976,16.975998,19.410334,16.2,29.393,29.393,14.982619,28.8,17.935,17.934998,18.957436,17.5,20.47,20.47,17.813204,19.3
155,155,155,155,155,155,155,20.686,20.685999,17.351677,19.5,5.531,5.531,13.041933,4.4,9.421,9.421,14.055521,8.3,13.614,13.614,23.453535,12.7,11.836,11.836,15.641012,11.1,21.876,21.876,17.294594,21.3,21.93,21.93,14.831902,21.0
156,156,156,156,156,156,156,15.582,15.582001,17.1663,14.8,15.358,15.358,12.746261,14.5,27.388,27.388,24.903563,27.1,29.366,29.366,25.058554,30.4,11.868,11.868,13.981193,11.4,9.409,9.409,15.698129,7.9,29.63,29.63,11.429455,31.4
157,157,157,157,157,157,157,6.932,6.932,14.421792,5.7,12.77,12.77,16.160652,11.6,22.889,22.889,18.687021,20.9,28.527,28.527,27.33272,24.4,5.93,5.93,16.062551,3.9,5.216,5.216,17.314217,3.0,26.144,26.144,18.781258,25.1
158,158,158,158,158,158,158,19.891,19.890999,19.755157,19.2,28.334,28.334,23.89284,27.0,9.534,9.534001,15.360063,8.2,16.426,16.426,13.8288,15.9,19.337,19.337,9.146425,18.4,15.451,15.451,16.16409,14.4,12.99,12.99,11.587602,12.1
159,159,159,159,159,159,159,14.373,14.373,20.806126,12.5,0.877,0.8770001,17.565657,0.0,19.924,19.924,14.300346,19.6,25.346,25.346,21.435776,23.5,15.5,15.5,16.678535,15.1,31.238,31.238,25.601576,28.2,29.964,29.964,13.240565,29.9
160,160,160,160,160,160,160,12.689,12.689,16.881157,12.1,4.291,4.2909994,17.294107,3.0,14.164,14.164,13.71321,14.1,21.555,21.555,20.662086,21.4,30.216,30.216,16.565746,27.7,10.45,10.45,16.750793,8.6,27.15,27.15,16.56813,27.3
161,161,161,161,161,161,161,17.964,17.964,20.115099,17.2,2.693,2.693,13.739697,1.7,31.461,31.461,21.456463,31.3,7.102,7.1020007,9.757874,6.0,28.303,28.303,20.201841,27.3,28.057,28.057001,21.365227,30.1,16.257,16.257,14.368232,15.1
162,162,162,162,162,162,162,14.957,14.957,15.524084,14.6,3.143,3.143,14.804655,1.9,5.826,5.826,17.43675,4.6,11.522,11.522,17.360062,10.9,11.972,11.972,11.533707,11.5,1.333,1.333,10.297093,-0.9,30.026,30.026,20.774145,32.3
163,163,163,163,163,163,163,5.411,5.411,11.862162,4.1,20.177,20.177,18.29226,19.2,19.331,19.331,17.067486,16.8,25.296,25.296,16.029596,24.3,25.893,25.893,24.542768,23.2,20.981,20.981003,16.104317,20.0,7.734,7.734001,15.508021,5.5
164,164,164,164,164,164,164,10.742,10.742001,17.539711,10.0,10.006,10.0060005,18.18793,8.7,16.74,16.74,24.37738,14.4,6.536,6.536,13.562747,5.5,12.535,12.535,16.42883,11.7,18.033,18.033,21.02142,17.6,11.38,11.38,15.49326,9.9
165,165,165,165,165,165,165,23.028,23.027998,19.126331,22.2,16.921,16.921001,18.766626,16.4,10.934,10.934,16.324564,10.4,13.46,13.46,13.290762,12.9,5.735,5.735,15.570234,4.0,9.678,9.678,12.163376,8.9,23.748,23.748,16.839136,22.8
166,166,166,166,166,166,166,8.943,8.943,14.033669,7.8,30.825,30.825,19.963037,31.9,24.265,24.265,20.435741,24.1,25.636,25.636,21.140287,25.4,24.6,24.6,19.256548,21.7,7.255,7.2550006,17.818544,6.2,15.07,15.07,17.304655,14.3
167,167,167,167,167,167,167,18.409,18.409,15.786582,17.3,14.372,14.372002,15.467127,13.5,25.574,25.574,18.533897,25.0,29.641,29.641,15.374897,25.9,15.015,15.015,17.37508,13.9,25.031,25.031004,22.30664,26.9,16.536,16.536,17.742542,16.0
168,168,168,168,168,168,168,25.187,25.186998,19.929058,23.1,6.77,6.7700005,11.140942,5.3,12.009,12.009001,14.476977,11.6,19.301,19.301,19.260052,19.1,4.693,4.693,14.5949,2.7,15.95,15.950001,17.550861,14.7,7.335,7.335,13.91313,5.8
169,169,169,169,169,169,169,14.43,14.43,23.25442,13.8,4.514,4.514,16.274137,4.3,18.362,18.362,18.374203,17.9,21.737,21.737001,23.758938,21.5,11.543,11.542999,17.755207,10.3,30.645,30.645,18.269007,30.5,29.399,29.399,18.92749,29.4
170,170,170,170,170,170,170,9.909,9.909,13.379913,9.0,17.72,17.72,19.977493,17.1,16.609,16.609,17.147465,15.6,28.042,28.042,23.047127,27.9,13.467,13.467,8.450989,12.9,21.437,21.437,21.43832,21.3,16.522,16.522,19.408535,15.9
171,171,171,171,171,171,171,29.177,29.176996,17.937258,31.6,18.237,18.237,16.701408,17.3,24.339,24.339,20.490559,24.0,14.81,14.809999,18.787191,14.0,11.167,11.167,21.36132,10.3,6.859,6.8590007,13.337964,5.4,7.171,7.171,16.039124,5.5
172,172,172,172,172,172,172,11.05,11.05,18.51034,9.9,3.766,3.7660003,15.227876,2.6,16.026,16.026001,14.608206,15.5,29.67,29.67,25.223791,29.2,23.845,23.845,16.681942,23.4,24.537,24.537,19.81167,24.3,17.534,17.533998,13.579987,17.1
173,173,173,173,173,173,173,15.667,15.666999,14.68241,15.0,27.233,27.233,19.709217,27.8,14.933,14.933,14.643247,14.1,23.399,23.399,16.752731,22.4,30.947,30.947,12.352677,28.4,22.586,22.586,22.210928,21.9,16.75,16.75,25.416887,16.1
174,174,174,174,174,174,174,22.38,22.379995,14.075326,22.1,23.754,23.753998,21.078978,24.6,1.498,1.4980001,17.515015,0.2,3.892,3.892,20.14871,2.8,9.251,9.251,13.779187,8.5,13.503,13.502999,16.70375,12.7,17.01,17.01,16.93138,16.5
175,175,175,175,175,175,175,13.865,13.865,15.379904,13.4,23.327,23.327,20.612267,23.2,30.046,30.045998,17.866505,31.6,1.828,1.8280001,24.230143,0.9,24.531,24.531,20.51695,23.8,17.941,17.941002,11.591725,18.2,25.781,25.781,22.502005,25.9
176,176,176,176,176,176,176,15.527,15.527,16.828785,13.5,5.877,5.8769994,13.093089,5.4,16.28,16.280003,21.869513,15.9,10.663,10.663,11.821587,8.6,16.201,16.201,17.776928,15.6,15.806,15.806,12.883942,14.7,8.073,8.073,15.362416,5.8
177,177,177,177,177,177,177,16.111,16.111,16.094578,15.5,11.353,11.353,15.784358,10.2,20.286,20.286,12.710692,23.1,13.323,13.323,16.434286,12.6,11.639,11.639,15.415955,11.0,13.002,13.002,19.040552,12.3,13.266,13.266,12.611142,11.2
178,178,178,178,178,178,178,18.66,18.66,17.532406,18.1,16.02,16.02,14.195912,14.5,10.064,10.064,20.66017,8.9,18.097,18.097,18.206718,17.4,9.236,9.236,23.789383,8.5,22.488,22.488003,23.398928,22.6,21.191,21.191,20.642702,19.7
179,179,179,179,179,179,179,7.1,7.1,15.245356,6.3,8.355,8.355,16.637794,7.2,12.714,12.714,13.2707205,10.9,15.901,15.900999,17.51332,15.5,28.314,28.314,11.244701,26.5,9.443,9.443,19.953674,8.5,10.962,10.961999,7.7418056,9.6
180,180,180,180,180,180,180,21.678,21.677998,13.693616,20.8,29.36,29.36,18.349009,29.4,17.928,17.928,15.6365795,17.1,21.416,21.416,18.308992,19.7,27.195,27.195,26.760065,25.3,19.225,19.225,18.738762,18.4,14.361,14.361,18.301832,13.7
181,181,181,181,181,181,181,30.345,30.345,17.086195,33.8,13.285,13.285001,20.39734,12.6,10.922,10.922,12.873413,9.6,19.692,19.692001,20.5726,19.4,4.799,4.799,17.160395,3.1,25.893,25.893002,21.79821,25.6,21.942,21.942,9.168442,21.4
182,182,182,182,182,182,182,5.907,5.907,9.756881,4.6,7.834,7.834,13.91767,7.6,13.189,13.189,14.221592,12.6,18.717,18.717,19.63104,18.3,18.983,18.983,14.944656,17.7,22.884,22.884,14.474782,22.0,18.843,18.843,14.776643,18.0
183,183,183,183,183,183,183,11.687,11.687001,16.80289,9.4,27.181,27.181,13.374196,27.3,9.341,9.341,14.180264,8.5,13.038,13.038,16.286917,12.6,6.985,6.985,17.027615,5.8,26.105,26.105001,17.29994,27.4,19.597,19.597,21.855196,19.1
184,184,184,184,184,184,184,12.782,12.782001,17.919691,12.3,13.373,13.373,16.333818,12.2,21.491,21.491,13.478736,20.3,28.286,28.286,16.609625,28.0,18.513,18.513,14.242412,17.6,15.584,15.584,22.246706,14.8,30.051,30.050999,17.207647,31.9
185,185,185,185,185,185,185,29.579,29.578999,19.931139,27.4,17.742,17.742,14.123637,16.9,6.783,6.783,9.423641,5.9,16.793,16.792997,18.331879,16.9,23.914,23.914001,22.440166,23.4,22.335,22.335,19.514305,19.6,18.145,18.144999,21.34225,17.5
186,186,186,186,186,186,186,15.34,15.34,14.590953,14.7,26.368,26.368,20.052916,24.9,13.518,13.518001,20.85209,13.1,10.608,10.608,11.527543,9.5,27.541,27.541,17.424793,29.1,28.723,28.723001,14.446191,28.2,29.82,29.82,24.848175,30.6
187,187,187,187,187,187,187,4.459,4.459,16.65788,3.3,15.318,15.318002,18.641638,14.5,26.0,26.0,12.465435,29.5,8.137,8.137,22.809494,6.4,31.173,31.173,22.703976,32.1,26.097,26.097002,21.339083,25.1,10.826,10.826,16.105757,10.0
188,188,188,188,188,188,188,21.354,21.354,15.471795,21.1,18.191,18.191,16.37321,17.5,21.551,21.551003,22.692003,21.0,8.695,8.694999,15.550043,8.9,22.784,22.784,16.951654,22.6,4.316,4.316,23.004848,2.2,18.937,18.937,21.553253,18.1
189,189,189,189,189,189,189,21.672,21.672,16.731354,21.3,13.028,13.028,14.861547,11.8,19.711,19.711,14.976656,18.9,6.468,6.4680004,22.324457,5.3,25.354,25.354,26.01433,24.7,19.319,19.319,19.27851,18.4,12.665,12.665,18.094881,11.8
190,190,190,190,190,190,190,19.368,19.367998,15.895578,18.4,24.847,24.847,17.020466,22.9,23.684,23.684,21.069145,23.3,8.026,8.026,16.399603,6.8,6.049,6.049,20.076548,4.8,13.4,13.4,17.063538,12.6,29.572,29.572,25.806358,28.4
191,191,191,191,191,191,191,19.424,19.424,14.2928705,18.5,19.595,19.595,18.88646,18.8,14.445,14.445001,21.738823,14.1,15.778,15.778,16.924292,15.5,9.203,9.203,17.532152,8.2,30.922,30.922003,14.081414,28.2,24.327,24.327,19.201937,21.1
192,192,192,192,192,192,192,15.097,15.097,16.459242,14.5,9.706,9.706,16.02599,8.5,5.853,5.853,14.670968,4.6,13.709,13.708999,20.970379,12.9,20.059,20.059,18.349743,19.5,18.093,18.093,17.158096,17.7,25.024,25.024,17.27196,23.8
193,193,193,193,193,193,193,9.654,9.653999,11.9564295,8.5,21.546,21.546,24.219534,23.4,26.676,26.676,16.309515,26.8,8.428,8.428001,14.401186,6.9,10.127,10.127,10.879846,8.8,6.889,6.888999,15.9258585,5.5,26.887,26.887,15.789475,24.8
194,194,194,194,194,194,194,5.427,5.427,15.959971,4.4,12.65,12.650002,12.907487,11.7,14.791,14.791,14.822502,14.2,27.634,27.634,16.44537,23.1,17.289,17.289,16.33141,16.5,16.951,16.951002,20.388115,16.3,19.67,19.67,21.233206,19.2
195,195,195,195,195,195,195,14.011,14.011,17.471546,13.5,15.367,15.367002,16.741936,14.6,9.772,9.772001,14.043448,8.5,12.429,12.428999,24.594294,11.9,14.351,14.351,12.608317,13.9,24.038,24.038002,17.050255,23.1,27.307,27.307,15.101665,29.6
196,196,196,196,196,196,196,24.993,24.992996,17.69044,25.6,5.026,5.0259995,16.941113,4.2,24.49,24.490002,14.604835,22.5,34.583,34.583,18.163044,27.0,24.761,24.761002,19.174105,23.1,21.109,21.109,16.126104,20.6,7.666,7.666001,13.33421,5.5
197,197,197,197,197,197,197,13.257,13.257,15.287876,12.5,17.054,17.054,17.354078,15.5,32.496,32.496,24.486452,32.9,17.491,17.491001,16.779495,16.8,20.793,20.793001,18.489542,18.5,18.576,18.576002,18.469501,17.8,7.465,7.465,15.971501,6.0
198,198,198,198,198,198,198,16.25,16.25,20.292131,15.7,15.71,15.709999,20.155706,14.7,10.602,10.602001,18.711536,8.9,21.36,21.360003,17.657883,18.1,11.062,11.062001,15.19669,9.9,11.203,11.203,15.736205,10.5,7.058,7.058,18.129744,4.1
199,199,199,199,199,199,199,7.865,7.865,10.405987,6.6,19.163,19.162998,18.671047,18.4,8.389,8.389,19.172913,6.9,18.188,18.188,27.592993,17.6,18.855,18.855,20.975166,18.7,3.398,3.398,18.737576,0.6,6.726,6.726,14.781079,4.9
200,200,200,200,200,200,200,12.063,12.063,17.633205,11.3,23.975,23.975,19.044785,26.5,25.196,25.196,15.632504,24.6,14.496,14.496,16.803381,13.6,10.937,10.937,19.305698,9.6,12.894,12.894,22.52378,11.2,15.43,15.43,15.790226,14.5
201,201,201,201,201,201,201,4.499,4.499,19.509996,3.6,18.317,18.317,17.071205,17.6,16.713,16.713,14.886833,15.9,10.913,10.913,22.08547,9.9,17.198,17.198,19.242947,16.3,4.993,4.993,18.965487,2.7,18.86,18.86,14.661314,17.9
202,202,202,202,202,202,202,24.898,24.897999,20.815002,25.6,23.791,23.791,21.133379,23.4,27.362,27.362,14.948015,24.0,24.293,24.293,14.440088,23.3,26.353,26.353,24.648905,24.0,27.886,27.886003,11.589373,27.4,17.626,17.625998,17.713339,16.9
203,203,203,203,203,203,203,7.063,7.063,17.120766,5.9,25.222,25.222,15.796878,24.6,-0.324,-0.32400003,13.950153,-1.2,2.399,2.3990002,13.964433,1.8,12.488,12.488,10.773925,11.9,15.843,15.842999,19.14783,15.0,27.445,27.444998,20.26821,27.4
204,204,204,204,204,204,204,16.991,16.991,14.558711,15.3,15.982,15.982,16.409193,15.6,7.96,7.96,13.604689,6.4,14.502,14.502,15.627128,13.6,9.444,9.444,11.2078,7.9,7.168,7.1680007,17.559166,5.8,9.841,9.841001,26.386147,8.6
205,205,205,205,205,205,205,25.042,25.042002,19.255882,23.9,26.358,26.358,22.146643,29.1,16.987,16.987001,17.564861,16.9,27.997,27.997,21.71464,22.3,16.277,16.277,23.319906,15.5,13.936,13.936,16.433334,12.8,16.391,16.391,17.590818,15.7
206,206,206,206,206,206,206,27.807,27.806997,16.772324,30.1,29.507,29.507,25.408669,31.5,13.55,13.550001,10.856686,13.2,22.491,22.490997,21.065372,21.8,15.958,15.958,18.59528,14.8,26.243,26.243002,23.59656,23.1,14.683,14.683,11.845294,14.0
207,207,207,207,207,207,207,15.031,15.031,20.388056,14.7,16.184,16.184,17.34319,15.7,16.439,16.439,17.679201,15.8,11.502,11.502,13.750048,9.6,14.572,14.572,15.291868,13.5,30.296,30.296,21.950268,31.2,15.403,15.403,14.4087305,14.7
208,208,208,208,208,208,208,12.511,12.511,17.711304,11.2,26.25,26.25,15.354363,27.9,24.285,24.285,23.028372,19.9,19.74,19.74,15.773134,19.3,30.838,30.837997,15.154291,32.1,10.623,10.623,23.69294,9.3,9.026,9.026,18.341103,7.4
209,209,209,209,209,209,209,15.842,15.842,16.869276,14.8,9.45,9.450001,15.157694,8.0,24.721,24.721,22.881098,24.2,14.773,14.773001,15.217683,13.6,7.971,7.971,12.0861435,6.5,22.853,22.853003,13.5489855,22.8,22.147,22.147,20.373,21.8
210,210,210,210,210,210,210,24.978,24.977999,27.321781,24.9,19.679,19.679,16.192255,17.7,24.338,24.337997,16.604929,22.3,15.13,15.13,26.525723,14.3,11.693,11.693,15.901386,10.6,16.936,16.936,19.974756,16.6,19.845,19.845,15.245146,18.9
211,211,211,211,211,211,211,18.106,18.106,15.951074,17.3,13.198,13.198,16.50758,12.5,24.532,24.532,22.486933,24.1,12.289,12.289,18.423584,11.2,14.171,14.171,17.078558,13.3,29.734,29.734001,18.202953,29.0,25.289,25.289,20.810528,23.8
212,212,212,212,212,212,212,3.317,3.317,17.55445,1.9,14.217,14.217001,21.281313,13.3,21.142,21.142,9.5759945,19.1,16.193,16.193,18.06913,15.7,7.978,7.978,12.024001,6.3,18.128,18.128002,18.450354,16.9,13.744,13.744,16.610384,11.9
213,213,213,213,213,213,213,12.196,12.196,19.53541,10.8,6.466,6.4659996,7.5801954,5.3,17.699,17.699001,16.511826,17.4,13.55,13.55,20.149828,13.1,16.125,16.125,18.5786,14.8,26.666,26.666002,18.350872,26.4,20.656,20.656,19.363966,19.5
